,Name,version,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
73,prop-3,225,2,4,0,15,14,1,0,15,2,2.0,56,0.0,0,0.8888888890000001,0.666666667,2,2,27.0,1,0.5,0
74,prop-3,225,2,2,0,7,9,1,0,7,2,2.0,29,0.0,0,0.8,0.666666667,1,1,13.5,1,0.5,0
75,prop-3,225,2,4,0,11,9,1,0,11,2,2.0,32,0.0,0,0.9,0.666666667,1,1,15.0,1,0.5,0
76,prop-3,225,4,5,0,15,22,4,0,15,1,1.0,83,0.0,0,0.923076923,0.5555555560000001,2,2,19.0,1,0.5,0
77,prop-3,225,2,4,0,1,3,1,0,1,1,2.0,7,0.0,0,0.916666667,1.0,1,1,2.5,1,0.5,0
78,prop-3,225,4,5,0,15,17,4,0,15,1,1.0,53,0.0,0,0.923076923,0.5555555560000001,2,2,11.5,1,0.5,0
79,prop-3,225,2,3,0,6,6,1,0,6,2,2.0,15,0.0,0,0.857142857,0.6,1,1,6.5,1,0.5,0
80,prop-3,225,6,5,0,22,27,9,0,22,2,0.933333333,95,0.0,0,0.857142857,0.44,3,4,14.33333333,3,1.0,0
81,prop-3,225,2,1,0,14,10,1,0,14,2,2.0,46,0.0,0,0.0,0.75,0,0,22.0,5,2.5,0
82,prop-3,225,3,4,0,18,21,3,0,18,2,2.0,185,0.0,0,0.8,0.5,2,2,60.66666667,2,1.0,2
83,prop-3,225,34,1,0,89,234,367,2,87,12,0.855218855,2517,0.7777777779999999,1,0.0,0.30909090899999997,0,0,72.76470588,7,1.6176,0
84,prop-3,225,4,3,0,17,38,2,0,17,1,0.933333333,367,0.2,0,0.9090909090000001,0.666666667,2,3,89.5,17,5.75,0
85,prop-3,225,2,3,0,9,8,1,0,9,2,2.0,25,0.0,0,0.857142857,0.625,1,1,11.5,2,1.0,0
86,prop-3,225,19,5,0,25,34,171,0,25,19,1.0555555559999998,262,1.0,0,0.653846154,0.21052631600000002,2,4,12.73684211,10,2.5789,0
87,prop-3,225,2,3,0,8,8,1,0,8,2,2.0,22,0.0,0,0.958333333,0.666666667,2,2,10.0,1,0.5,0
88,prop-3,225,7,4,0,15,34,7,1,14,5,0.875,191,0.0,0,0.871794872,0.611111111,3,4,25.71428571,2,0.8571,0
89,prop-3,225,4,3,0,11,17,6,0,11,2,2.0,84,0.0,0,0.666666667,0.41666666700000005,1,1,20.0,5,1.75,0
90,prop-3,225,3,3,0,9,15,3,0,9,2,2.0,71,0.0,0,0.818181818,0.5,1,2,22.66666667,1,0.6667,0
91,prop-3,225,3,3,0,15,22,1,0,15,2,0.833333333,184,1.0,0,0.857142857,0.6,1,1,59.33333333,24,8.0,0
92,prop-3,225,2,4,0,9,8,1,0,9,2,2.0,31,0.0,0,0.916666667,0.625,1,1,14.5,1,0.5,0
93,prop-3,225,6,5,0,20,30,9,0,20,2,0.933333333,119,0.0,0,0.857142857,0.6,3,3,18.33333333,1,0.6667,0
94,prop-3,225,8,6,0,19,41,22,0,19,1,1.0,157,0.25,0,0.837837838,0.666666667,5,10,18.125,1,0.75,0
95,prop-3,225,4,5,0,6,11,4,0,6,1,1.0,37,0.0,0,0.923076923,0.5555555560000001,2,2,7.5,1,0.5,0
96,prop-3,225,2,4,0,1,3,1,0,1,1,2.0,7,0.0,0,0.916666667,1.0,1,1,2.5,1,0.5,0
97,prop-3,225,6,5,0,23,23,9,0,23,2,0.933333333,79,0.0,0,0.857142857,0.666666667,2,3,11.66666667,1,0.6667,0
98,prop-3,225,7,3,2,25,46,11,2,23,7,0.892156863,413,0.235294118,1,0.8214285709999999,0.37142857100000004,0,0,55.57142857,8,2.7143,1
99,prop-3,225,10,1,0,5,15,45,2,3,9,2.0,151,0.0,0,0.0,0.2,0,0,14.1,6,2.8,0
100,prop-3,225,2,3,0,13,18,1,0,13,2,2.0,63,0.0,0,0.857142857,0.666666667,1,1,30.5,5,2.5,0
101,prop-3,225,6,5,0,17,27,9,0,17,2,0.933333333,99,0.0,0,0.857142857,0.6,3,3,15.0,1,0.6667,0
102,prop-3,225,4,4,0,11,27,0,0,11,2,0.7222222220000001,207,0.666666667,0,0.923076923,0.46666666700000003,1,1,49.25,6,1.75,0
103,prop-3,225,2,1,0,6,2,1,5,1,2,2.0,2,0.0,0,0.0,0.875,0,0,0.0,1,1.0,0
104,prop-3,225,2,3,0,22,16,1,0,22,2,2.0,85,0.0,0,0.857142857,0.625,1,1,41.5,6,3.0,0
105,prop-3,225,7,4,0,20,46,7,1,19,5,0.875,238,0.0,0,0.871794872,0.611111111,4,5,32.42857143,2,0.8571,0
106,prop-3,225,3,3,0,14,30,1,0,14,2,0.833333333,187,0.333333333,0,0.947368421,0.583333333,0,0,60.33333333,8,2.6667,0
107,prop-3,225,6,3,0,13,19,11,0,13,4,0.95,96,0.0,0,0.833333333,0.533333333,2,2,14.33333333,2,0.8333,0
108,prop-3,225,6,5,0,9,16,3,0,9,1,0.8666666670000001,63,0.0,0,0.857142857,0.7333333329999999,2,3,9.0,1,0.6667,0
109,prop-3,225,6,5,0,21,22,9,0,21,2,0.933333333,76,0.0,0,0.857142857,0.666666667,2,3,11.16666667,1,0.6667,0
110,prop-3,225,6,5,0,25,29,9,0,25,2,0.933333333,102,0.0,0,0.857142857,0.44,3,4,15.5,1,0.6667,0
111,prop-3,225,2,4,0,24,18,1,0,24,2,2.0,91,0.0,0,0.8888888890000001,0.666666667,2,2,44.5,1,0.5,0
112,prop-3,225,5,6,0,9,14,8,0,9,1,1.0,46,0.0,0,0.9032258059999999,0.5,3,5,7.6,1,0.6,0
113,prop-3,225,5,5,0,12,16,8,0,12,2,1.0,48,0.0,0,0.8888888890000001,0.4,3,3,8.0,1,0.6,0
114,prop-3,225,5,1,0,2,27,4,0,2,2,0.833333333,143,0.333333333,0,0.0,0.333333333,0,0,27.0,1,0.6,0
115,prop-3,225,15,4,0,22,51,0,6,16,13,0.7857142859999999,404,0.0,0,0.723404255,0.542857143,3,4,25.66666667,2,1.0,0
116,prop-3,225,4,1,0,14,32,6,0,14,3,1.333333333,148,1.0,0,0.0,0.55,0,0,35.5,6,3.0,0
117,prop-3,225,4,3,0,8,18,4,0,8,2,0.666666667,73,1.0,0,0.75,0.666666667,1,1,17.0,4,1.75,0
118,prop-3,225,4,1,0,25,21,6,14,11,3,2.0,80,0.0,0,0.0,0.5,0,0,19.0,1,0.75,0
119,prop-3,225,5,5,0,15,28,10,0,15,1,1.083333333,149,0.0,0,0.8888888890000001,0.4375,2,2,28.2,3,1.0,0
120,prop-3,225,7,4,0,22,31,7,1,21,5,0.875,165,0.0,0,0.807692308,0.611111111,3,4,22.0,2,0.8571,0
121,prop-3,225,7,4,0,14,22,7,2,12,5,0.875,143,0.0,0,0.807692308,0.5,3,4,18.85714286,2,0.8571,0
122,prop-3,225,2,2,0,12,11,1,0,12,2,2.0,33,0.0,0,0.8,0.666666667,1,1,15.5,1,0.5,0
123,prop-3,225,5,6,0,9,15,8,0,9,1,1.0,46,0.0,0,0.9117647059999999,0.5,3,5,7.6,1,0.6,0
124,prop-3,225,3,1,0,3,9,3,0,3,2,1.0,31,0.0,0,0.0,0.333333333,0,0,9.0,2,1.0,0
125,prop-3,225,4,1,0,10,25,0,1,10,3,0.75,213,0.25,0,0.0,0.333333333,0,0,51.25,8,3.75,0
126,prop-3,225,18,1,0,37,76,139,15,22,11,0.8235294120000001,633,0.25,0,0.0,0.222222222,0,0,33.94444444,9,2.2778,1
127,prop-3,225,5,5,0,12,16,8,0,12,2,1.0,48,0.0,0,0.8888888890000001,0.4,3,3,8.0,1,0.6,0
128,prop-3,225,2,2,0,18,10,1,0,18,2,2.0,33,0.0,0,0.8,0.666666667,1,1,15.5,1,0.5,0
129,prop-3,225,2,3,0,5,7,1,0,5,2,2.0,16,0.0,0,0.857142857,0.625,1,1,7.0,1,0.5,0
130,prop-3,225,4,5,0,9,13,4,0,9,1,1.0,43,0.0,0,0.923076923,0.5555555560000001,2,2,9.0,1,0.5,0
131,prop-3,225,1,1,0,4,1,0,2,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
132,prop-3,225,9,6,0,7,17,36,0,7,1,2.0,46,0.0,0,0.94017094,0.625,2,3,4.1111111110000005,1,0.7778,0
133,prop-3,225,3,3,0,16,22,3,0,16,2,2.0,88,0.0,0,0.75,0.444444444,1,1,28.33333333,7,3.3333,0
134,prop-3,225,2,3,0,15,18,1,0,15,2,1.0,124,0.0,0,0.857142857,0.6,1,1,60.0,9,4.5,0
135,prop-3,225,7,4,1,33,40,13,12,21,5,0.916666667,185,0.25,0,0.807692308,0.444444444,3,3,24.85714286,2,1.0,0
136,prop-3,225,6,6,0,23,33,9,0,23,1,0.933333333,149,0.0,0,0.875,0.6,3,5,23.33333333,1,0.6667,0
137,prop-3,225,4,5,0,18,28,6,0,18,1,1.111111111,125,0.0,0,0.923076923,0.5555555560000001,2,2,29.5,1,0.5,0
138,prop-3,225,2,2,0,9,10,1,0,9,2,2.0,33,0.0,0,0.8,0.666666667,1,1,15.5,1,0.5,0
139,prop-3,225,8,6,0,35,76,0,4,31,7,0.80952381,699,0.0,0,0.806451613,0.80952381,3,3,86.0,1,0.75,0
140,prop-3,225,5,1,0,3,33,10,0,3,3,1.2,194,0.8,0,0.0,0.24,0,0,36.8,4,1.6,0
141,prop-3,225,8,1,0,9,54,0,0,9,2,0.75,865,0.75,0,0.0,0.37142857100000004,0,0,106.625,4,1.75,0
142,prop-3,225,10,1,1,6,40,37,3,4,4,0.901234568,460,0.444444444,0,0.0,0.4,0,0,44.1,3,1.0,0
143,prop-3,225,2,2,0,17,62,0,1,16,2,1.214285714,495,0.35714285700000004,0,0.8888888890000001,0.625,1,1,239.5,1,0.5,0
144,prop-3,225,9,1,0,10,61,16,0,10,2,0.9285714290000001,592,0.857142857,0,0.0,0.275,0,0,64.0,3,1.6667,0
145,prop-3,225,3,1,0,3,11,3,0,3,2,1.0,115,0.0,0,0.0,0.333333333,0,0,35.66666667,5,2.3333,0
146,prop-3,225,4,1,0,13,28,0,0,13,3,0.7777777779999999,416,0.333333333,0,0.0,0.666666667,0,0,102.25,14,3.75,0
147,prop-3,225,13,2,0,32,71,0,1,31,12,1.023148148,624,0.27777777800000003,0,0.083333333,0.287037037,0,0,45.61538462,8,2.2308,0
148,prop-3,225,3,6,0,7,17,3,1,6,3,1.0,140,0.0,0,0.983870968,0.5,1,2,45.33333333,3,1.3333,0
149,prop-3,225,4,1,0,1,31,4,0,1,2,0.75,139,0.75,0,0.0,0.333333333,0,0,32.75,4,1.5,0
150,prop-3,225,4,6,0,28,57,4,0,28,4,1.222222222,348,0.666666667,0,0.976,0.41666666700000005,1,2,85.25,3,1.25,0
151,prop-3,225,5,2,0,15,40,2,0,15,4,0.583333333,269,0.666666667,0,0.833333333,0.583333333,2,3,52.2,18,4.6,0
152,prop-3,225,7,1,0,24,62,0,0,24,2,0.583333333,648,0.5,0,0.0,0.6,0,0,91.28571429,20,4.5714,0
153,prop-3,225,5,6,0,28,77,4,0,28,5,1.125,340,0.5,0,0.968253968,0.36666666700000006,1,2,66.6,3,1.6,0
154,prop-3,225,3,1,0,3,11,3,0,3,2,1.0,94,0.0,0,0.0,0.333333333,0,0,29.0,4,2.0,0
155,prop-3,225,5,3,0,2,9,10,0,2,3,2.0,18,0.0,0,0.9607843140000001,0.625,1,1,2.6,1,0.4,0
156,prop-3,225,23,4,0,29,122,181,0,29,4,0.930481283,1349,0.8235294120000001,2,0.7236842109999999,0.310606061,2,3,56.91304348,4,1.1304,0
157,prop-3,225,5,4,0,3,18,10,0,3,0,2.0,47,0.0,0,0.93220339,0.4,2,2,8.4,1,0.8,0
158,prop-3,225,6,1,0,5,17,13,0,5,5,0.9,58,0.5,0,0.0,0.46666666700000003,0,0,8.333333332999999,1,0.6667,0
159,prop-3,225,101,1,0,19,106,5048,0,19,100,0.99,303,0.0,0,0.0,0.066606661,0,0,1.99009901,1,0.9901,0
160,prop-3,225,3,1,0,3,9,3,0,3,2,1.0,31,0.0,0,0.0,0.333333333,0,0,9.0,2,1.0,0
161,prop-3,225,3,1,0,3,11,3,0,3,2,1.0,73,0.0,0,0.0,0.333333333,0,0,22.33333333,3,1.6667,0
162,prop-3,225,3,1,0,3,11,3,0,3,3,1.0,52,0.0,0,0.0,0.333333333,0,0,15.66666667,2,1.3333,0
163,prop-3,225,68,0,0,15,172,678,0,15,39,0.9644633970000001,4556,0.9523809520000001,0,0.0,0.168449198,0,0,65.69117647,46,2.7941,0
164,prop-3,225,9,3,2,12,40,16,2,10,3,0.6875,201,1.0,0,0.8909090909999999,0.5,1,1,21.11111111,2,0.8889,0
165,prop-3,225,3,1,0,3,9,3,0,3,2,1.0,31,0.0,0,0.0,0.333333333,0,0,9.0,2,1.0,0
166,prop-3,225,57,1,0,116,355,1570,0,116,10,0.98100907,5070,0.5555555560000001,0,0.0,0.050382653,0,0,86.84210526,71,5.3333,0
167,prop-3,225,3,1,0,3,11,3,0,3,2,1.0,73,0.0,0,0.0,0.333333333,0,0,22.33333333,3,1.6667,0
168,prop-3,225,2,1,0,2,3,1,0,2,2,2.0,7,0.0,0,0.0,1.0,0,0,2.5,1,0.5,0
169,prop-3,225,3,3,0,6,10,3,0,6,2,2.0,42,0.0,0,0.75,0.583333333,1,1,13.0,4,1.6667,0
170,prop-3,225,7,4,0,15,34,7,0,15,5,0.875,212,0.0,0,0.871794872,0.611111111,3,4,28.71428571,2,0.8571,0
171,prop-3,225,7,7,0,15,24,9,0,15,1,0.8888888890000001,95,0.0,0,0.871794872,0.666666667,4,7,12.14285714,1,0.7143,0
172,prop-3,225,7,5,0,14,22,15,0,14,2,0.944444444,78,0.0,0,0.838709677,0.4,3,8,9.714285713999999,3,1.0,0
173,prop-3,225,2,3,0,16,17,1,0,16,2,2.0,124,0.0,0,0.857142857,0.6,1,1,61.0,7,3.5,0
174,prop-3,225,8,4,0,26,51,6,4,22,6,0.857142857,313,0.0,0,0.85,0.666666667,3,5,37.625,2,0.875,0
175,prop-3,225,2,3,0,9,8,1,0,9,2,2.0,24,0.0,0,0.857142857,0.6,1,1,11.0,1,0.5,0
176,prop-3,225,2,3,0,6,8,1,0,6,2,2.0,30,0.0,0,0.857142857,0.666666667,1,1,14.0,3,1.5,0
177,prop-3,225,2,3,0,10,10,1,0,10,2,2.0,34,0.0,0,0.857142857,0.625,1,1,16.0,2,1.0,0
178,prop-3,225,2,3,0,14,19,1,0,14,2,1.0,72,0.0,0,0.857142857,0.625,1,1,34.5,3,1.5,0
179,prop-3,225,2,2,0,14,10,1,0,14,2,2.0,37,0.0,0,0.8,0.666666667,1,1,17.5,1,0.5,0
180,prop-3,225,2,4,0,22,28,1,0,22,2,1.0,126,0.0,0,0.916666667,0.625,2,2,61.5,1,0.5,0
181,prop-3,225,3,5,0,11,11,3,0,11,3,2.0,36,0.0,0,0.875,0.5555555560000001,1,1,11.0,2,1.0,0
182,prop-3,225,5,1,0,7,13,8,2,5,2,0.875,49,0.0,0,0.0,0.5,0,0,8.4,1,0.6,0
183,prop-3,225,12,5,0,51,92,34,8,43,9,0.8863636359999999,582,0.0,0,0.7826086959999999,0.787878788,4,10,47.16666667,2,0.9167,0
184,prop-3,225,5,3,0,42,61,8,0,42,2,0.95,352,0.2,0,0.666666667,0.35714285700000004,2,2,68.4,14,4.8,0
185,prop-3,225,2,3,0,16,18,1,0,16,2,1.0,64,0.0,0,0.857142857,0.6,1,1,30.5,2,1.0,0
186,prop-3,225,2,3,0,14,12,1,0,14,2,2.0,44,0.0,0,0.857142857,0.625,1,1,21.0,3,1.5,0
187,prop-3,225,12,4,0,41,72,58,9,32,9,0.954545455,468,0.0,0,0.772727273,0.727272727,3,9,37.66666667,2,0.9167,0
188,prop-3,225,4,3,0,21,29,6,0,21,2,2.0,135,0.0,0,0.666666667,0.41666666700000005,1,1,32.75,5,2.75,0
189,prop-3,225,2,3,0,16,10,1,0,16,2,2.0,49,0.0,0,0.857142857,0.625,1,1,23.5,3,1.5,0
190,prop-3,225,4,1,0,8,4,6,6,2,4,2.0,4,0.0,0,0.0,0.4375,0,0,0.0,1,1.0,0
191,prop-3,225,3,4,0,8,7,3,0,8,1,2.0,19,0.0,0,0.857142857,0.666666667,2,2,5.333333333,1,0.6667,0
192,prop-3,225,2,2,0,6,7,1,0,6,2,2.0,26,0.0,0,0.8,0.666666667,1,1,12.0,1,0.5,0
193,prop-3,225,17,2,0,34,64,136,1,33,3,1.0625,1041,1.0,0,0.2,0.897058824,1,1,60.17647059,4,1.9412,0
194,prop-3,225,0,1,0,0,0,0,0,0,0,2.0,29,0.0,0,0.0,0.0,0,0,0.0,0,0.0,2
195,prop-3,225,6,3,0,13,19,11,0,13,4,0.95,96,0.0,0,0.833333333,0.533333333,2,2,14.33333333,2,0.8333,0
196,prop-3,225,6,5,0,11,16,9,1,10,1,0.933333333,55,0.0,0,0.857142857,0.7333333329999999,2,3,7.666666667,2,0.8333,0
197,prop-3,225,6,4,0,36,72,13,1,36,2,1.2,1237,1.0,0,0.6875,0.333333333,1,1,204.83333330000002,27,9.1667,1
198,prop-3,225,0,1,0,5,0,0,5,0,0,2.0,15,0.0,0,0.0,0.0,0,0,0.0,0,0.0,7
199,prop-3,225,5,5,0,7,12,8,0,7,2,1.0,54,0.0,0,0.8888888890000001,0.5,3,3,9.2,1,0.6,0
200,prop-3,225,3,2,2,22,36,1,2,20,2,0.727272727,248,0.545454545,2,0.8666666670000001,0.583333333,0,0,78.0,5,2.0,0
