,Name,version,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
37,prop-2,9,2,3,0,12,9,1,4,8,2,2.0,26,0.0,0,0.875,0.666666667,1,1,12.0,3,1.5,0
38,prop-2,9,2,3,0,19,18,1,1,18,2,2.0,70,0.0,0,0.875,0.6,1,1,34.0,1,0.5,0
39,prop-2,9,5,6,0,16,17,4,2,14,1,0.916666667,61,0.0,0,0.8888888890000001,0.666666667,2,3,10.6,1,0.6,0
40,prop-2,9,5,5,0,18,22,4,1,17,1,0.916666667,81,0.0,0,0.88,0.666666667,2,3,14.6,1,0.6,0
41,prop-2,9,2,3,0,4,9,1,0,4,2,1.0,45,0.0,0,0.8,0.625,2,3,21.0,2,1.0,0
42,prop-2,9,2,3,0,9,8,1,1,8,2,2.0,30,0.0,0,0.857142857,0.666666667,1,1,14.0,2,1.0,0
43,prop-2,9,2,3,0,4,9,1,0,4,2,1.0,45,0.0,0,0.8,0.625,2,3,21.0,2,1.0,0
44,prop-2,9,5,4,0,11,11,10,1,10,1,2.0,35,0.0,0,0.8857142859999999,0.7,1,2,6.0,2,1.0,0
45,prop-2,9,2,1,0,46,48,1,0,46,0,1.0,231,1.0,0,0.0,1.0,0,0,92.0,0,0.0,0
46,prop-2,9,5,6,0,13,16,4,1,12,1,0.916666667,64,0.0,0,0.884615385,0.666666667,2,3,11.2,4,1.2,0
47,prop-2,9,2,3,0,16,20,1,4,12,2,2.0,81,0.0,0,0.875,0.625,2,2,39.5,1,0.5,0
48,prop-2,9,4,6,0,10,13,4,1,9,1,1.0,43,0.0,0,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
49,prop-2,9,5,6,0,29,51,4,4,25,4,0.916666667,241,0.0,0,0.9464285709999999,0.666666667,5,9,46.6,1,0.6,0
50,prop-2,9,2,3,0,6,7,1,1,5,2,2.0,25,1.0,0,0.857142857,0.666666667,1,1,11.0,2,1.0,0
51,prop-2,9,2,3,0,19,20,1,1,18,2,2.0,90,0.0,0,0.875,0.625,1,1,44.0,1,0.5,0
52,prop-2,9,15,1,0,33,94,103,0,33,4,0.9523809520000001,861,0.0,0,0.0,0.26,0,0,56.0,10,4.2667,1
53,prop-2,9,10,3,0,21,57,41,3,18,3,1.068376068,671,0.923076923,0,0.46666666700000003,0.37777777799999995,2,2,64.8,17,4.7,0
54,prop-2,9,2,3,0,19,22,1,2,17,2,2.0,80,0.0,0,0.875,0.625,1,1,39.0,1,0.5,0
55,prop-2,9,2,3,0,8,17,1,1,7,2,1.0,74,0.0,0,0.857142857,0.666666667,2,2,35.5,5,2.5,0
56,prop-2,9,2,1,0,15,17,1,0,15,0,1.0,76,1.0,0,0.0,1.0,0,0,30.0,0,0.0,0
57,prop-2,9,2,3,0,20,15,1,1,19,2,1.0,83,0.0,0,0.875,0.625,1,1,40.0,1,0.5,0
58,prop-2,9,3,3,0,13,12,3,3,10,2,1.5,53,1.0,0,0.7777777779999999,0.46666666700000003,1,1,16.33333333,3,1.3333,0
59,prop-2,9,6,6,0,23,19,3,10,13,1,0.8666666670000001,72,0.0,0,0.857142857,0.7333333329999999,2,3,10.5,1,0.6667,0
60,prop-2,9,2,3,0,19,15,1,2,17,2,2.0,78,0.0,0,0.875,0.625,1,1,38.0,9,4.5,0
61,prop-2,9,2,3,0,17,24,1,1,16,2,2.0,106,0.0,0,0.875,0.6,1,1,52.0,1,0.5,1
62,prop-2,9,5,4,0,9,14,8,1,8,1,1.0,48,0.0,0,0.869565217,0.5,2,4,8.0,1,0.6,0
63,prop-2,9,2,1,0,3,4,1,0,3,2,2.0,12,0.0,0,0.0,0.75,0,0,5.0,1,0.5,1
64,prop-2,9,2,3,0,25,14,1,4,21,2,2.0,55,0.0,0,0.875,0.625,1,1,26.5,3,1.5,0
65,prop-2,9,4,4,0,16,23,4,1,15,3,1.0,104,0.0,0,0.978723404,0.5555555560000001,3,8,24.25,1,0.5,0
66,prop-2,9,3,3,0,24,27,3,3,21,2,1.0,154,0.0,0,0.7777777779999999,0.444444444,1,1,50.0,3,1.3333,0
67,prop-2,9,5,7,0,15,18,4,0,15,1,0.916666667,68,0.0,0,0.8888888890000001,0.666666667,2,3,12.0,1,0.6,0
68,prop-2,9,5,7,0,15,18,4,1,14,1,0.916666667,79,0.0,0,0.892857143,0.666666667,2,3,14.2,1,0.6,0
69,prop-2,9,2,3,0,19,18,1,1,18,2,2.0,83,0.0,0,0.875,0.625,1,1,40.5,1,0.5,0
70,prop-2,9,2,1,0,3,5,1,0,3,0,1.0,16,1.0,0,0.0,1.0,0,0,6.0,0,0.0,0
71,prop-2,9,5,6,0,22,26,4,1,21,1,0.916666667,128,0.0,0,0.884615385,0.666666667,2,3,24.0,1,0.6,0
72,prop-2,9,2,3,0,27,36,1,1,26,2,1.0,161,0.0,0,0.875,0.6,1,1,79.0,1,0.5,0
73,prop-2,9,2,3,0,12,13,1,0,12,2,2.0,62,0.0,0,0.875,0.583333333,1,1,30.0,1,0.5,0
74,prop-2,9,28,1,0,120,157,370,78,45,18,1.003367003,1442,0.090909091,0,0.0,0.10239651400000001,0,0,50.10714286,21,3.8214,1
75,prop-2,9,2,1,0,12,14,1,0,12,0,1.0,61,1.0,0,0.0,1.0,0,0,24.0,0,0.0,0
76,prop-2,9,2,3,2,12,8,1,2,10,2,2.0,46,0.0,0,0.875,0.625,1,1,22.0,4,2.0,0
77,prop-2,9,6,5,0,17,21,9,1,16,1,0.933333333,75,0.0,0,0.846153846,0.6,2,7,11.0,2,0.8333,0
78,prop-2,9,2,1,0,107,109,1,0,107,0,1.0,536,1.0,0,0.0,1.0,0,0,214.0,0,0.0,0
79,prop-2,9,2,3,0,36,55,1,4,32,2,2.0,263,1.0,0,0.875,0.625,2,2,129.5,1,0.5,0
80,prop-2,9,2,4,0,19,19,1,1,18,2,2.0,65,0.0,0,0.944444444,0.625,1,2,31.5,1,0.5,0
81,prop-2,9,2,3,0,13,19,1,1,12,2,2.0,149,0.0,0,0.875,0.666666667,1,1,73.5,19,9.5,0
82,prop-2,9,5,4,0,27,40,8,1,26,3,1.0,233,0.0,0,0.9684210529999999,0.375,3,10,44.6,1,0.6,0
83,prop-2,9,7,6,0,29,30,9,3,26,2,0.8888888890000001,128,0.0,0,0.8275862070000001,0.7222222220000001,2,3,16.85714286,1,0.7143,0
84,prop-2,9,3,3,0,8,14,1,0,8,2,0.75,46,0.5,0,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
85,prop-2,9,4,2,2,11,17,6,3,8,2,2.0,149,0.0,0,0.8888888890000001,0.583333333,1,4,36.25,11,3.25,0
86,prop-2,9,2,3,0,17,20,1,8,9,2,2.0,91,0.0,0,0.875,0.666666667,1,1,44.5,7,3.5,0
87,prop-2,9,2,3,0,15,17,1,1,14,2,2.0,61,0.0,0,0.875,0.666666667,1,1,29.5,5,2.5,0
88,prop-2,9,2,3,0,10,11,1,0,10,2,2.0,35,0.0,0,0.875,0.666666667,1,1,16.5,3,1.5,0
89,prop-2,9,5,4,0,16,58,8,3,13,3,1.0,258,0.0,0,0.9684210529999999,0.4375,3,9,50.0,1,0.6,0
90,prop-2,9,4,4,0,10,18,4,1,9,3,1.0,87,0.0,0,0.978723404,0.5555555560000001,3,9,20.0,1,0.5,0
91,prop-2,9,6,4,0,26,36,15,2,24,1,1.0,151,0.0,0,0.857142857,0.404761905,1,3,23.66666667,5,1.5,3
92,prop-2,9,4,4,0,24,46,4,1,23,3,1.0,226,0.0,0,0.966666667,0.5555555560000001,3,5,54.75,1,0.5,0
93,prop-2,9,5,5,0,14,19,4,1,13,1,0.916666667,70,0.0,0,0.88,0.666666667,2,3,12.4,1,0.6,0
94,prop-2,9,4,5,0,2,9,6,0,2,2,1.111111111,32,0.0,0,0.9701492540000001,1.0,4,7,6.25,1,0.5,0
95,prop-2,9,2,3,0,1,3,1,0,1,1,2.0,7,0.0,0,0.96,1.0,1,1,2.5,1,0.5,0
96,prop-2,9,4,2,0,5,5,6,1,4,3,2.0,27,0.0,0,0.842105263,0.583333333,0,0,5.75,1,0.75,0
97,prop-2,9,5,7,0,24,24,4,1,23,1,0.916666667,89,0.0,0,0.892857143,0.666666667,2,3,16.2,1,0.6,0
98,prop-2,9,6,4,0,13,34,3,4,9,5,0.8666666670000001,218,0.0,0,0.9411764709999999,0.7333333329999999,3,5,34.83333333,1,0.6667,0
99,prop-2,9,4,4,0,14,24,4,1,13,3,1.0,111,0.0,0,0.978723404,0.5555555560000001,3,9,26.0,1,0.5,0
100,prop-2,9,2,3,0,16,11,1,2,14,2,2.0,46,0.0,0,0.875,0.625,1,1,22.0,6,3.0,0
101,prop-2,9,6,4,0,24,39,5,2,22,5,0.933333333,239,0.0,0,0.958333333,0.7333333329999999,3,9,38.33333333,1,0.6667,0
102,prop-2,9,4,1,0,25,53,0,0,25,3,0.857142857,298,0.28571428600000004,0,0.0,0.7777777779999999,0,0,71.75,8,2.75,0
103,prop-2,9,5,5,0,14,16,4,1,13,1,0.916666667,64,0.0,0,0.88,0.666666667,2,3,11.2,1,0.6,0
104,prop-2,9,2,3,0,15,10,1,1,14,2,2.0,54,0.0,0,0.875,0.625,1,1,26.0,1,0.5,0
105,prop-2,9,119,1,0,19,120,7015,1,18,119,0.9915254240000001,363,1.0,0,0.0,0.06684492,0,0,2.0252100840000002,1,0.9916,0
106,prop-2,9,6,6,0,14,19,3,1,13,1,0.8666666670000001,77,0.0,0,0.851851852,0.7333333329999999,2,3,11.33333333,1,0.6667,0
107,prop-2,9,5,6,0,13,18,4,2,11,1,0.95,73,0.4,0,0.884615385,0.666666667,2,3,12.6,1,0.6,0
108,prop-2,9,5,7,0,10,14,4,1,9,1,0.916666667,52,0.0,0,0.892857143,0.666666667,2,3,8.8,1,0.6,0
109,prop-2,9,4,4,0,9,11,6,1,8,1,1.333333333,33,1.0,0,0.90625,0.4375,2,2,7.0,1,0.75,0
110,prop-2,9,2,3,0,5,10,1,0,5,2,2.0,38,0.0,0,0.875,0.666666667,1,1,18.0,3,1.5,0
111,prop-2,9,5,6,0,13,16,4,1,12,1,0.916666667,60,0.0,0,0.884615385,0.666666667,2,3,10.4,1,0.6,0
112,prop-2,9,2,1,0,18,20,1,0,18,0,1.0,91,1.0,0,0.0,1.0,0,0,36.0,0,0.0,0
113,prop-2,9,2,3,0,14,14,1,1,13,2,2.0,54,0.0,0,0.875,0.625,1,1,26.0,2,1.0,0
114,prop-2,9,2,3,0,17,16,1,4,13,2,2.0,54,0.0,0,0.875,0.625,1,1,26.0,3,1.5,0
115,prop-2,9,4,4,0,11,19,4,1,10,3,1.0,90,0.0,0,0.978723404,0.5555555560000001,3,9,20.75,1,0.5,0
116,prop-2,9,6,6,0,22,19,3,9,13,1,0.8666666670000001,72,0.0,0,0.857142857,0.7333333329999999,2,3,10.5,1,0.6667,0
117,prop-2,9,5,4,0,10,14,8,1,9,1,1.0,46,0.0,0,0.869565217,0.5,2,4,7.6,1,0.6,0
118,prop-2,9,5,4,0,19,46,4,2,17,4,0.916666667,268,0.0,0,0.9684210529999999,0.666666667,3,10,52.0,1,0.6,0
119,prop-2,9,5,4,0,32,59,4,2,30,4,0.9375,382,0.0,0,0.9375,0.583333333,3,4,74.6,1,0.6,0
120,prop-2,9,2,3,0,8,6,1,1,7,2,2.0,26,0.0,0,0.875,0.625,1,1,12.0,2,1.0,0
121,prop-2,9,5,4,0,22,34,4,2,20,4,0.916666667,187,0.0,0,0.9552238809999999,0.666666667,3,6,35.8,1,0.6,0
122,prop-2,9,5,8,0,23,24,4,2,21,1,0.916666667,90,0.0,0,0.896551724,0.666666667,2,3,16.4,1,0.6,0
123,prop-2,9,2,3,0,25,16,1,3,22,2,2.0,60,0.0,0,0.875,0.625,1,1,29.0,3,1.5,0
124,prop-2,9,4,6,0,10,13,4,1,9,1,1.0,43,0.0,0,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
125,prop-2,9,5,6,0,19,20,4,1,18,1,0.916666667,75,0.0,0,0.884615385,0.666666667,2,3,13.4,1,0.6,0
126,prop-2,9,4,2,546,555,10,6,546,9,3,1.0,37,0.0,0,0.666666667,0.666666667,0,0,7.75,1,0.5,0
127,prop-2,9,4,5,0,11,16,4,2,9,3,1.0,60,0.0,0,0.9607843140000001,0.5555555560000001,4,8,13.25,1,0.5,0
128,prop-2,9,7,2,0,16,46,19,1,15,2,0.833333333,565,1.0,0,0.761904762,0.291666667,1,3,79.57142857,24,4.8571,0
129,prop-2,9,2,3,0,16,20,1,2,14,2,2.0,85,0.0,0,0.875,0.625,1,1,41.5,6,3.0,0
130,prop-2,9,2,3,0,42,29,1,4,38,2,1.0,204,0.0,0,0.875,0.625,1,1,100.5,8,4.0,0
131,prop-2,9,5,7,0,15,18,4,1,14,1,0.916666667,75,0.0,0,0.892857143,0.666666667,2,3,13.4,1,0.6,0
132,prop-2,9,5,4,0,15,24,8,5,10,4,1.0,107,0.0,0,0.9684210529999999,0.666666667,3,13,19.8,1,0.6,0
133,prop-2,9,2,3,0,16,13,1,4,12,2,2.0,85,0.0,0,0.875,0.583333333,1,1,41.5,1,0.5,0
134,prop-2,9,2,3,0,6,7,1,0,6,2,2.0,16,0.0,0,0.961538462,0.666666667,2,4,7.0,1,0.5,0
135,prop-2,9,6,1,0,60,14,0,60,0,6,0.4,78,1.0,0,0.0,0.611111111,0,0,11.66666667,2,1.1667,0
136,prop-2,9,2,1,0,13,15,1,0,13,0,1.0,66,1.0,0,0.0,1.0,0,0,26.0,0,0.0,0
137,prop-2,9,4,6,0,10,13,4,1,9,1,1.0,43,0.0,0,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
138,prop-2,9,3,3,0,15,26,1,1,14,2,0.5,174,1.0,0,0.875,0.625,1,1,56.66666667,1,0.3333,0
139,prop-2,9,2,1,0,4,13,1,0,4,2,2.0,88,0.0,0,0.0,0.75,0,0,43.0,3,1.5,0
140,prop-2,9,2,3,0,19,15,1,2,17,2,2.0,62,0.0,0,0.875,0.625,1,1,30.0,1,0.5,0
141,prop-2,9,0,1,0,0,0,0,0,0,0,2.0,12,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
142,prop-2,9,2,3,0,15,11,1,2,13,2,2.0,64,0.0,0,0.875,0.625,1,1,31.0,5,2.5,0
143,prop-2,9,2,3,0,5,4,1,1,4,2,2.0,12,0.0,0,0.857142857,0.666666667,1,1,5.0,1,0.5,0
144,prop-2,9,4,4,0,25,40,4,1,24,3,1.0,162,0.0,0,0.966666667,0.5555555560000001,3,5,38.75,1,0.5,0
145,prop-2,9,4,6,0,10,13,4,1,9,1,1.0,43,0.0,0,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
146,prop-2,9,0,1,0,1,0,0,1,0,0,2.0,9,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
147,prop-2,9,2,3,0,13,23,1,1,12,2,1.0,100,0.0,0,0.96,0.666666667,0,0,48.0,6,3.0,0
148,prop-2,9,3,3,0,6,16,1,0,6,2,0.75,99,0.5,0,0.9411764709999999,0.666666667,0,0,31.33333333,4,1.3333,0
149,prop-2,9,2,3,0,21,22,1,6,15,2,2.0,85,0.0,0,0.875,0.625,2,2,41.5,7,3.5,0
150,prop-2,9,2,1,0,2,4,1,0,2,0,1.0,11,1.0,0,0.0,1.0,0,0,4.0,0,0.0,0
151,prop-2,9,5,8,0,17,19,4,1,16,1,0.916666667,86,0.0,0,0.896551724,0.666666667,2,3,15.6,1,0.6,0
152,prop-2,9,5,7,0,14,18,4,2,12,1,0.916666667,65,0.0,0,0.8888888890000001,0.666666667,2,3,11.4,1,0.6,0
153,prop-2,9,2,1,0,5,7,1,0,5,0,1.0,26,1.0,0,0.0,1.0,0,0,10.0,0,0.0,0
154,prop-2,9,4,6,0,10,13,4,1,9,1,1.0,43,0.0,0,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
155,prop-2,9,4,4,0,28,36,4,1,27,3,1.0,184,0.0,0,0.966666667,0.5555555560000001,3,7,44.25,1,0.5,0
156,prop-2,9,2,3,0,19,11,1,3,16,2,2.0,51,0.0,0,0.875,0.625,1,1,24.5,3,1.5,0
157,prop-2,9,6,5,0,16,18,9,1,15,2,0.933333333,69,0.0,0,0.846153846,0.44,2,4,10.0,1,0.6667,0
158,prop-2,9,2,3,0,15,18,1,1,14,2,1.0,59,0.0,0,0.875,0.625,1,1,28.0,1,0.5,0
159,prop-2,9,2,3,0,15,12,1,4,11,2,2.0,58,0.0,0,0.875,0.583333333,1,1,28.0,1,0.5,0
160,prop-2,9,6,6,0,21,22,3,4,17,1,0.8666666670000001,85,0.0,0,0.857142857,0.7333333329999999,2,3,12.66666667,1,0.6667,0
161,prop-2,9,4,4,0,10,26,6,0,10,2,0.666666667,132,0.0,0,0.925,0.666666667,0,0,31.75,2,1.25,0
162,prop-2,9,2,4,0,31,24,1,2,29,2,2.0,163,0.0,0,0.944444444,0.625,1,2,80.5,1,0.5,0
163,prop-2,9,2,1,0,16,18,1,0,16,0,1.0,81,1.0,0,0.0,1.0,0,0,32.0,0,0.0,0
164,prop-2,9,2,1,0,24,26,1,0,24,0,1.0,121,1.0,0,0.0,1.0,0,0,48.0,0,0.0,0
165,prop-2,9,5,4,0,8,13,10,1,7,1,2.0,45,0.0,0,0.8787878790000001,0.55,2,3,8.0,1,0.8,0
166,prop-2,9,2,3,0,14,10,1,3,11,2,2.0,44,0.0,0,0.875,0.625,1,1,20.5,2,1.0,0
167,prop-2,9,2,3,0,25,35,1,2,23,2,1.0,158,0.0,0,0.875,0.6,2,2,77.5,12,6.0,0
168,prop-2,9,2,3,0,18,17,1,2,16,2,2.0,62,0.0,0,0.875,0.625,1,1,30.0,1,0.5,0
169,prop-2,9,4,7,0,10,13,4,2,8,1,1.0,43,0.0,0,0.923076923,0.5555555560000001,2,2,9.0,1,0.5,0
170,prop-2,9,2,4,0,61,26,1,30,31,2,2.0,261,0.0,0,0.944444444,0.625,2,2,129.5,1,0.5,0
171,prop-2,9,4,6,0,10,13,4,1,9,1,1.0,43,0.0,0,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
172,prop-2,9,4,4,0,14,27,4,1,13,3,1.0,113,0.0,0,0.978723404,0.5555555560000001,3,11,26.5,1,0.5,0
173,prop-2,9,5,8,0,15,17,4,2,13,1,0.916666667,58,0.0,0,0.896551724,0.666666667,2,3,10.0,1,0.6,0
174,prop-2,9,2,3,0,22,14,1,1,21,2,2.0,49,0.0,0,0.875,0.6,1,1,23.5,3,1.5,0
175,prop-2,9,5,7,0,13,16,4,1,12,1,0.916666667,62,0.0,0,0.8888888890000001,0.666666667,2,3,10.8,1,0.6,0
176,prop-2,9,4,4,0,20,38,4,1,19,3,1.0,192,0.0,0,0.978723404,0.5555555560000001,3,11,46.25,1,0.5,0
177,prop-2,9,2,3,0,18,18,1,3,15,2,2.0,99,0.0,0,0.875,0.625,1,1,48.5,6,3.0,0
178,prop-2,9,1,4,0,2,2,0,1,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
179,prop-2,9,2,3,0,11,8,1,1,10,2,2.0,26,0.0,0,0.875,0.666666667,1,1,12.0,2,1.0,0
180,prop-2,9,2,3,0,13,9,1,2,11,2,2.0,59,0.0,0,0.875,0.625,1,1,28.5,4,2.0,0
181,prop-2,9,2,2,0,6,9,1,1,5,2,2.0,37,0.0,0,0.9285714290000001,0.666666667,0,0,17.5,1,0.5,0
182,prop-2,9,6,5,0,18,31,3,2,16,1,0.8666666670000001,134,0.0,0,0.846153846,0.7333333329999999,3,4,20.83333333,1,0.6667,0
183,prop-2,9,6,6,0,20,22,3,3,17,1,0.8666666670000001,85,0.0,0,0.851851852,0.7333333329999999,2,3,12.66666667,1,0.6667,0
184,prop-2,9,2,3,0,14,9,1,2,12,2,2.0,34,0.0,0,0.875,0.625,1,1,16.0,2,1.0,0
185,prop-2,9,5,7,0,19,20,4,1,18,1,0.916666667,74,0.0,0,0.892857143,0.666666667,2,3,13.2,1,0.6,0
186,prop-2,9,2,1,0,4,6,1,0,4,0,1.0,21,1.0,0,0.0,1.0,0,0,8.0,0,0.0,0
187,prop-2,9,5,5,0,17,17,4,4,13,1,0.916666667,58,0.0,0,0.88,0.666666667,2,3,10.0,1,0.6,0
188,prop-2,9,5,3,2,23,36,10,2,21,5,1.0,235,0.0,0,0.636363636,0.5,2,2,45.8,1,0.8,0
189,prop-2,9,4,5,0,10,13,4,1,9,1,1.0,43,0.0,0,0.916666667,0.5555555560000001,2,2,9.0,1,0.5,0
190,prop-2,9,2,1,0,37,39,1,0,37,0,1.0,191,1.0,0,0.0,1.0,0,0,76.0,0,0.0,0
191,prop-2,9,5,4,2,11,16,10,2,9,1,1.0,48,0.5,0,0.931818182,0.625,1,1,8.2,1,0.6,0
192,prop-2,9,2,2,0,16,16,1,1,15,2,2.0,54,0.0,0,0.8,0.666666667,0,0,26.0,1,0.5,0
193,prop-2,9,4,4,0,25,40,4,1,24,3,1.0,162,0.0,0,0.966666667,0.5555555560000001,3,5,38.75,1,0.5,0
194,prop-2,9,5,4,0,11,11,10,4,7,1,2.0,25,0.0,0,0.8787878790000001,0.55,2,3,4.0,1,0.8,0
195,prop-2,9,2,6,0,7,3,0,5,2,1,0.0,12,1.0,0,0.96875,0.666666667,1,1,4.5,1,0.5,0
196,prop-2,9,10,3,0,36,69,43,1,35,2,0.9259259259999999,473,0.666666667,0,0.46666666700000003,0.358024691,1,1,46.0,7,2.9,0
197,prop-2,9,4,2,0,2,17,4,0,2,1,0.833333333,68,0.5,0,0.882352941,0.583333333,2,4,15.5,4,1.5,0
198,prop-2,9,7,5,0,26,29,15,1,25,1,0.944444444,125,0.0,0,0.807692308,0.611111111,2,5,16.42857143,1,0.7143,0
199,prop-2,9,2,2,0,17,19,1,1,16,2,2.0,76,0.0,0,0.8,0.666666667,0,0,37.0,1,0.5,0
200,prop-2,9,50,2,0,6,51,1225,0,6,50,2.0,151,0.0,0,0.726256983,0.164444444,0,0,2.02,1,0.98,0
201,prop-2,9,6,6,0,19,22,3,2,17,1,0.8666666670000001,85,0.0,0,0.851851852,0.7333333329999999,2,3,12.66666667,1,0.6667,0
202,prop-2,9,2,3,0,19,20,1,1,18,2,2.0,75,0.0,0,0.875,0.625,2,2,36.5,4,2.0,0
203,prop-2,9,4,4,0,38,45,4,1,37,3,1.0,280,0.0,0,0.966666667,0.5555555560000001,4,8,68.25,1,0.5,0
204,prop-2,9,4,5,0,12,15,4,3,9,3,1.0,58,0.0,0,0.9607843140000001,0.5555555560000001,4,8,12.75,1,0.5,0
