,Unnamed: 0,Name,version,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
35,35,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,16,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
36,36,prop-5,347,3,1,0,10,31,3,0,10,3,1.375,123,0.0,0,0.0,0.666666667,0,0,38.66666667,2,1.0,0
37,37,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,18,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
38,38,prop-5,347,4,1,0,7,25,4,0,7,3,1.0,149,0.0,0,0.0,0.5,0,0,35.75,5,2.75,0
39,39,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,20,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
40,40,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,20,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
41,41,prop-5,347,1,1,0,0,2,0,0,0,1,2.0,4,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
42,42,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,18,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
43,43,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,17,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
44,44,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,20,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
45,45,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,18,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
46,46,prop-5,347,5,5,0,7,20,10,0,7,2,1.083333333,60,0.333333333,0,0.972222222,0.625,3,6,10.4,1,0.6,0
47,47,prop-5,347,2,1,0,2,16,1,0,2,1,2.0,108,0.0,0,0.0,0.5,0,0,53.0,5,2.5,0
48,48,prop-5,347,3,2,0,13,16,3,0,13,3,1.0,76,0.0,0,0.666666667,0.5555555560000001,1,1,23.66666667,4,1.6667,0
49,49,prop-5,347,2,2,0,15,19,1,0,15,2,2.0,83,1.0,0,0.5,0.75,0,0,40.0,5,2.5,0
50,50,prop-5,347,3,4,1,17,31,1,1,16,1,1.0625,194,0.125,0,0.978723404,0.75,1,1,61.0,11,3.6667,0
51,51,prop-5,347,2,5,0,11,23,1,0,11,1,1.75,94,0.0,0,0.979166667,0.75,1,1,44.0,8,4.0,0
52,52,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,16,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
53,53,prop-5,347,1,1,0,1,5,0,1,0,0,2.0,17,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
54,54,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,18,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
55,55,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,33,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
56,56,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,59,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
57,57,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,17,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
58,58,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,24,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
59,59,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,17,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
60,60,prop-5,347,2,1,0,11,11,1,10,1,1,2.0,31,0.0,0,0.0,0.5,0,0,14.5,2,1.0,0
61,61,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,18,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
62,62,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,19,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
63,63,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,17,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
64,64,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,19,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
65,65,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,16,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
66,66,prop-5,347,1,1,0,0,2,0,0,0,1,2.0,18,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
67,67,prop-5,347,1,1,0,0,2,0,0,0,1,2.0,5,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
68,68,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,18,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
69,69,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,17,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
70,70,prop-5,347,6,3,0,11,23,7,0,11,6,0.85,122,0.5,0,0.8863636359999999,0.333333333,2,6,18.66666667,9,2.5,0
71,71,prop-5,347,2,3,0,2,6,1,1,1,1,1.0,23,0.0,0,0.971428571,1.0,2,2,10.0,1,0.5,0
72,72,prop-5,347,3,3,0,8,12,3,1,7,2,2.0,47,0.0,0,0.952380952,0.5555555560000001,3,3,14.66666667,4,1.6667,0
73,73,prop-5,347,11,1,0,3,13,0,2,1,11,0.1,74,1.0,1,0.0,0.5,0,0,5.6363636360000005,1,0.9091,0
74,74,prop-5,347,14,1,0,17,32,73,3,15,11,0.942307692,277,0.375,0,0.0,0.435897436,0,0,18.21428571,2,1.1429,0
75,75,prop-5,347,4,3,0,17,21,4,1,16,2,1.0,94,0.5,0,0.930232558,0.4375,3,4,22.0,2,1.0,0
76,76,prop-5,347,3,4,0,8,26,3,1,7,2,1.0,98,0.0,0,0.953488372,0.5555555560000001,2,3,31.33333333,7,2.6667,0
77,77,prop-5,347,7,1,0,19,45,9,0,19,4,0.902777778,313,0.583333333,0,0.75,0.333333333,1,2,42.0,6,2.1429,0
78,78,prop-5,347,5,3,0,8,18,10,1,7,2,2.0,67,0.0,0,0.909090909,0.45,3,7,12.4,1,0.8,0
79,79,prop-5,347,7,1,0,25,51,5,0,25,4,0.907407407,283,0.333333333,0,0.75,0.333333333,1,2,38.14285714,7,2.1429,0
80,80,prop-5,347,8,3,0,28,67,14,1,27,3,0.918367347,399,0.428571429,0,0.85106383,0.333333333,3,9,48.0,5,1.875,0
81,81,prop-5,347,8,1,0,3,10,0,2,1,8,0.14285714300000002,53,1.0,1,0.0,0.5,0,0,5.5,1,0.875,0
82,82,prop-5,347,4,2,0,8,18,4,2,7,2,0.833333333,70,0.5,0,0.925925926,0.466666667,1,4,16.0,3,1.0,0
83,83,prop-5,347,6,3,0,13,62,7,1,12,3,0.7,193,1.0,0,0.894736842,0.4,2,5,30.83333333,5,1.3333,0
84,84,prop-5,347,24,1,0,5,26,0,4,1,24,0.043478261,165,1.0,1,0.0,0.5,0,0,5.833333333,1,0.9583,0
85,85,prop-5,347,5,2,0,14,52,6,1,13,2,0.833333333,291,0.333333333,0,0.892857143,0.458333333,1,9,56.6,8,3.4,0
86,86,prop-5,347,35,1,0,2,37,0,1,1,35,0.029411765,242,1.0,1,0.0,0.5,0,0,5.885714286,1,0.9714,0
87,87,prop-5,347,8,1,0,1,77,24,0,1,2,0.8857142859999999,911,0.2,0,0.0,0.371428571,1,1,112.25,5,1.625,0
88,88,prop-5,347,3,3,0,6,12,3,1,5,2,1.0,45,0.0,0,0.952380952,0.5555555560000001,3,3,13.66666667,1,0.6667,0
89,89,prop-5,347,3,3,0,2,9,3,1,1,1,1.0,219,0.0,0,0.952380952,0.666666667,3,5,71.66666667,1,0.6667,0
90,90,prop-5,347,4,1,0,11,31,2,0,11,1,0.666666667,153,0.5,0,0.0,0.333333333,0,0,36.25,9,2.75,0
91,91,prop-5,347,4,2,0,8,18,4,1,7,2,0.833333333,70,0.5,0,0.925925926,0.466666667,1,4,16.0,3,1.0,0
92,92,prop-5,347,4,4,0,19,50,4,1,18,2,0.833333333,273,0.5,0,0.931818182,0.4375,3,6,66.75,7,2.5,0
93,93,prop-5,347,12,1,0,16,30,54,2,15,10,0.954545455,180,0.333333333,0,0.0,0.454545455,0,0,13.5,2,1.0833,0
94,94,prop-5,347,30,1,0,2,32,0,1,1,30,0.034482759,207,1.0,1,0.0,0.5,0,0,5.8666666670000005,1,0.9667,0
95,95,prop-5,347,7,1,0,26,54,5,0,26,4,0.907407407,292,0.333333333,0,0.75,0.333333333,1,2,39.42857143,7,2.1429,0
96,96,prop-5,347,4,4,0,10,26,4,1,9,2,0.8888888890000001,127,0.333333333,0,0.953488372,0.5555555560000001,3,4,30.0,4,1.25,0
97,97,prop-5,347,3,4,0,12,14,3,1,11,2,2.0,51,0.0,0,0.956521739,0.5555555560000001,2,3,16.0,1,0.6667,0
98,98,prop-5,347,9,3,0,27,68,22,1,26,2,0.963235294,780,0.117647059,0,0.85106383,0.265625,3,4,83.77777778,18,3.5556,0
99,99,prop-5,347,7,3,0,21,46,11,1,20,3,0.833333333,204,0.666666667,0,0.869565217,0.333333333,3,6,27.71428571,3,1.4286,0
100,100,prop-5,347,7,1,0,25,52,3,0,25,4,0.8888888890000001,308,0.333333333,0,0.75,0.333333333,1,2,41.71428571,7,2.2857,0
101,101,prop-5,347,4,4,0,19,54,4,1,18,2,0.833333333,225,0.5,0,0.936170213,0.4375,4,9,54.75,6,2.0,0
102,102,prop-5,347,4,2,0,13,38,4,0,13,2,0.666666667,162,1.0,0,0.909090909,0.375,2,6,38.5,1,0.75,0
103,103,prop-5,347,8,1,0,6,10,0,5,1,8,0.14285714300000002,53,1.0,1,0.0,0.5,0,0,5.5,1,0.875,0
104,104,prop-5,347,5,3,0,24,59,4,1,23,3,1.0,771,0.25,0,0.909090909,0.4,3,7,150.8,31,6.8,0
105,105,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,16,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
106,106,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,18,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
107,107,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,16,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
108,108,prop-5,347,0,1,0,0,0,0,0,0,0,2.0,242,0.0,0,0.0,0.0,0,0,0.0,0,0.0,1
109,109,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,19,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
110,110,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,18,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
111,111,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,16,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
112,112,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,19,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
113,113,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,22,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
114,114,prop-5,347,2,1,0,7,16,1,0,7,2,1.0,108,0.0,0,0.0,0.625,0,0,52.0,10,5.0,0
115,115,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,31,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
116,116,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,19,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
117,117,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,17,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
118,118,prop-5,347,2,1,0,8,22,1,0,8,2,1.0,122,0.0,0,0.0,0.625,0,0,58.5,10,5.0,0
119,119,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,22,0.0,0,0.0,0.0,0,0,12.0,0,0.0,1
120,120,prop-5,347,3,1,0,14,33,3,0,14,3,1.4,151,0.0,0,0.0,0.666666667,0,0,47.66666667,5,2.0,0
121,121,prop-5,347,3,1,0,9,19,1,0,9,3,0.625,233,0.0,0,0.0,0.75,0,0,75.33333333,12,7.3333,0
122,122,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,19,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
123,123,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,19,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
124,124,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,16,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
125,125,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,31,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
126,126,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,17,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
127,127,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,17,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
128,128,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,37,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
129,129,prop-5,347,4,1,0,10,23,4,0,10,3,1.0,107,0.2,0,0.0,0.666666667,0,0,24.5,4,1.25,0
130,130,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,23,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
131,131,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,17,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
132,132,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,18,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
133,133,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,18,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
134,134,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,55,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
135,135,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,24,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
136,136,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,30,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
137,137,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,101,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
138,138,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,23,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
139,139,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,17,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
140,140,prop-5,347,1,1,0,1,5,0,0,1,0,2.0,20,0.0,0,0.0,0.0,0,0,12.0,0,0.0,1
141,141,prop-5,347,1,1,0,0,5,0,0,0,0,2.0,19,0.0,0,0.0,0.0,0,0,12.0,0,0.0,0
142,142,prop-5,347,2,3,0,3,13,1,0,3,1,2.0,39,1.0,0,0.928571429,0.75,1,1,18.0,2,1.0,0
143,143,prop-5,347,2,3,0,8,13,1,0,8,1,1.5,49,0.5,0,0.928571429,0.75,1,1,22.5,4,2.0,0
144,144,prop-5,347,2,1,0,9,18,1,0,9,2,1.0,68,0.0,0,0.0,0.666666667,0,0,32.5,5,2.5,0
145,145,prop-5,347,2,1,0,5,8,1,0,5,2,2.0,23,0.0,0,0.0,0.666666667,0,0,10.5,1,0.5,0
146,146,prop-5,347,3,1,0,10,14,3,4,6,2,1.5,98,0.0,0,0.0,0.466666667,0,0,30.66666667,8,3.6667,0
147,147,prop-5,347,4,3,0,13,19,4,0,13,3,0.8888888890000001,87,0.333333333,0,0.818181818,0.5555555560000001,2,2,20.0,4,1.25,0
148,148,prop-5,347,2,1,0,9,18,1,0,9,2,1.0,68,0.0,0,0.0,0.666666667,0,0,32.5,5,2.5,0
149,149,prop-5,347,6,4,3,24,23,15,3,21,2,1.2,97,0.333333333,0,0.615384615,0.444444444,2,2,14.66666667,3,1.1667,0
150,150,prop-5,347,3,1,0,15,32,1,0,15,3,1.0,174,0.25,0,0.0,0.7777777779999999,0,0,55.66666667,7,3.0,0
151,151,prop-5,347,2,1,0,3,6,1,0,3,1,2.0,16,0.0,0,0.0,0.5,0,0,7.0,1,0.5,0
152,152,prop-5,347,2,5,0,7,15,1,0,7,1,1.0,84,0.0,0,0.979166667,0.75,1,1,40.0,7,3.5,0
153,153,prop-5,347,2,3,0,2,6,1,0,2,1,2.0,14,1.0,0,0.928571429,0.75,1,1,5.5,1,0.5,0
154,154,prop-5,347,4,1,0,14,33,4,0,14,3,1.0,178,0.5,0,0.0,0.5625,0,0,43.0,5,2.75,0
155,155,prop-5,347,2,4,0,3,6,1,0,3,2,2.0,18,0.0,0,0.833333333,0.75,1,1,8.0,1,0.5,0
156,156,prop-5,347,2,2,0,15,19,1,0,15,2,2.0,83,1.0,0,0.5,0.75,0,0,40.0,5,2.5,0
157,157,prop-5,347,12,4,0,12,28,66,1,11,2,1.0,131,0.0,0,0.8472222220000001,0.266666667,1,3,9.833333332999999,6,1.3333,0
158,158,prop-5,347,0,1,0,0,0,0,0,0,0,2.0,10,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
159,159,prop-5,347,2,1,0,19,37,1,0,19,2,1.0,150,0.0,0,0.0,0.666666667,0,0,73.0,6,3.0,0
160,160,prop-5,347,2,1,0,12,21,1,0,12,2,1.0,93,0.0,0,0.0,0.666666667,0,0,44.5,4,2.0,0
161,161,prop-5,347,2,1,0,12,18,1,0,12,2,1.0,78,0.0,0,0.0,0.666666667,0,0,37.0,3,1.5,0
162,162,prop-5,347,3,1,0,14,20,1,0,14,2,0.75,98,0.5,0,0.0,0.666666667,0,0,30.33333333,4,1.3333,0
163,163,prop-5,347,2,4,0,9,17,1,0,9,1,1.0,77,0.0,0,0.978723404,0.75,1,1,36.5,7,3.5,0
164,164,prop-5,347,0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
165,165,prop-5,347,3,2,0,13,16,3,0,13,3,1.0,76,0.0,0,0.666666667,0.5555555560000001,1,1,23.66666667,4,1.6667,0
166,166,prop-5,347,3,4,0,7,18,0,0,7,1,1.083333333,86,0.333333333,0,0.978723404,0.75,1,1,25.66666667,7,2.3333,0
167,167,prop-5,347,2,3,0,6,5,1,0,6,1,2.0,22,1.0,0,0.928571429,0.75,1,1,9.5,4,2.0,0
168,168,prop-5,347,3,2,0,7,8,3,0,7,3,2.0,28,0.0,0,0.666666667,0.5555555560000001,1,1,8.333333332999999,2,1.0,0
169,169,prop-5,347,3,2,0,19,66,3,0,19,2,0.75,188,0.0,0,0.5,0.533333333,1,1,61.0,4,2.0,0
170,170,prop-5,347,3,5,0,3,10,3,0,3,2,1.0,33,0.5,0,0.990566038,0.666666667,1,1,9.333333332999999,1,0.3333,0
171,171,prop-5,347,3,1,0,12,15,3,0,12,2,1.0,51,0.0,0,0.0,0.466666667,0,0,15.66666667,2,1.0,0
172,172,prop-5,347,5,4,0,15,17,10,0,15,2,1.25,70,0.666666667,0,0.666666667,0.4,2,2,12.4,2,1.0,0
173,173,prop-5,347,2,1,0,14,33,1,0,14,2,1.833333333,225,0.833333333,0,0.0,0.666666667,0,0,108.5,14,7.0,1
174,174,prop-5,347,3,4,0,19,35,1,0,19,1,1.1,255,0.3,0,0.958333333,0.5555555560000001,1,1,80.66666667,15,6.3333,0
175,175,prop-5,347,3,2,0,13,16,3,0,13,3,1.0,76,0.0,0,0.666666667,0.5555555560000001,1,1,23.66666667,4,1.6667,0
176,176,prop-5,347,3,1,0,14,20,1,0,14,2,0.75,98,0.5,0,0.0,0.666666667,0,0,30.33333333,4,1.3333,0
177,177,prop-5,347,13,3,0,11,39,12,0,11,8,0.911111111,339,0.666666667,0,0.78,0.316666667,3,7,23.92307692,7,2.3077,0
178,178,prop-5,347,4,5,0,17,25,6,0,17,2,1.333333333,148,0.0,0,0.971698113,0.625,2,3,35.25,9,4.25,0
179,179,prop-5,347,3,3,0,6,7,3,0,6,3,2.0,23,0.0,0,0.818181818,0.5555555560000001,2,2,6.666666667,2,1.0,0
180,180,prop-5,347,5,4,0,15,17,10,0,15,2,1.25,70,0.333333333,0,0.666666667,0.4,2,2,12.4,2,1.0,0
181,181,prop-5,347,2,2,0,1,3,1,0,1,2,2.0,8,1.0,0,0.75,1.0,1,1,2.5,1,0.5,0
182,182,prop-5,347,3,2,0,13,16,3,0,13,3,1.0,76,0.0,0,0.666666667,0.5555555560000001,1,1,23.66666667,4,1.6667,0
183,183,prop-5,347,3,1,0,13,19,1,0,13,2,0.75,94,0.5,0,0.0,0.666666667,0,0,29.0,4,1.3333,0
184,184,prop-5,347,3,4,0,12,27,0,0,12,1,0.9,117,0.4,0,0.978723404,0.75,1,1,36.33333333,7,2.3333,0
185,185,prop-5,347,3,4,0,9,28,0,0,9,1,0.9,124,0.4,0,0.978723404,0.75,1,1,38.66666667,7,2.3333,0
186,186,prop-5,347,3,1,0,8,18,3,0,8,3,1.0,57,0.0,0,0.0,0.7777777779999999,0,0,17.66666667,2,1.0,0
187,187,prop-5,347,3,4,0,9,26,0,0,9,1,0.928571429,148,0.28571428600000004,0,0.978723404,0.75,1,1,46.0,7,2.3333,0
188,188,prop-5,347,2,4,0,8,16,1,0,8,1,1.0,75,0.0,0,0.978723404,0.75,1,1,35.5,7,3.5,0
189,189,prop-5,347,3,1,1,14,16,3,1,13,2,1.0,55,0.0,0,0.0,0.466666667,0,0,17.0,3,1.3333,0
190,190,prop-5,347,6,1,0,10,19,13,0,10,6,0.8,60,1.0,0,0.0,0.4,0,0,8.833333332999999,1,0.8333,0
191,191,prop-5,347,4,3,0,2,8,6,2,0,4,1.333333333,21,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
192,192,prop-5,347,3,4,0,1,4,3,0,1,1,2.0,10,0.0,0,0.8,1.0,1,1,2.333333333,1,0.6667,0
193,193,prop-5,347,3,1,0,12,15,3,0,12,2,1.0,51,0.0,0,0.0,0.466666667,0,0,15.66666667,2,1.0,0
194,194,prop-5,347,0,1,0,0,0,0,0,0,0,2.0,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
195,195,prop-5,347,0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
196,196,prop-5,347,2,1,0,9,14,1,0,9,2,1.0,63,0.0,0,0.0,0.666666667,0,0,29.5,3,1.5,0
197,197,prop-5,347,2,1,0,10,24,1,0,10,2,1.0,105,0.0,0,0.0,0.666666667,0,0,50.5,5,2.5,0
198,198,prop-5,347,2,4,0,5,6,1,0,5,1,2.0,20,0.0,0,0.978723404,0.75,1,1,9.0,2,1.0,0
199,199,prop-5,347,2,1,0,9,16,1,0,9,2,2.0,54,0.0,0,0.0,0.666666667,0,0,26.0,2,1.0,0
200,200,prop-5,347,3,1,0,12,15,3,0,12,2,1.0,51,0.0,0,0.0,0.466666667,0,0,15.66666667,2,1.0,0
201,201,prop-5,347,3,4,0,10,24,1,1,9,1,0.875,134,0.25,0,0.978723404,0.75,1,1,42.33333333,11,3.6667,0
202,202,prop-5,347,0,1,0,0,0,0,0,0,0,2.0,2,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
